Comparison: Find a way to let two users compare their abilities at the task you want them to complete
"Information Gap: Purposefully leave information out, and let the user know how to unlock or uncover it"
Scarcity: Placing a higher value on objects that are perceived to be limited
"Badges: Awarding badges to users who complete tasks or challenges, used to show accomplishments"
Points: Giving reward points to users for completing activities
Urgent Optimism: The desire to act immediately to tackle an obstacle combined with the belief that there is a reasonable hope of success
